time,power1,TV,washing_drying,kitchen appliances,fridge,heating
2023-01-01 00:00,168,23,0,0,17,42
2023-01-01 01:00,166,23,0,0,13,44
2023-01-01 02:00,166,22,0,0,5,48
2023-01-01 03:00,156,10,0,0,11,62
2023-01-01 04:00,188,11,0,0,17,73
2023-01-01 05:00,187,11,0,0,18,94
2023-01-01 06:00,597,10,0,0,10,536
2023-01-01 07:00,179,10,0,0,3,112
2023-01-01 08:00,194,10,25,0,6,112
2023-01-01 09:00,208,11,0,0,11,136
2023-01-01 10:00,283,10,0,0,12,211
2023-01-01 11:00,291,10,0,0,12,227
2023-01-01 12:00,207,10,0,0,12,132
2023-01-01 13:00,237,10,0,0,8,165
2023-01-01 14:00,234,11,0,0,4,149
2023-01-01 15:00,247,10,0,0,1,169
2023-01-01 16:00,264,11,0,0,7,171
2023-01-01 17:00,716,10,0,0,11,618
2023-01-01 18:00,265,23,0,0,15,127
2023-01-01 19:00,642,8,0,0,17,107
2023-01-01 20:00,135,9,0,0,17,45
2023-01-01 21:00,133,9,0,0,18,36
2023-01-01 22:00,148,8,0,0,18,25
2023-01-01 23:00,151,8,0,0,18,33
2023-01-02 00:00,166,24,0,0,18,29
2023-01-02 01:00,175,26,0,0,17,15
2023-01-02 02:00,212,35,0,0,15,49
2023-01-02 03:00,220,26,0,0,16,53
2023-01-02 04:00,196,9,0,0,16,56
2023-01-02 05:00,154,8,0,0,17,56
2023-01-02 06:00,552,7,0,0,17,481
2023-01-02 07:00,151,8,0,0,17,63
2023-01-02 08:00,195,8,26,0,17,85
2023-01-02 09:00,186,7,0,0,16,111
2023-01-02 10:00,210,8,0,0,16,120
2023-01-02 11:00,210,7,0,0,16,137
2023-01-02 12:00,244,8,0,0,10,159
2023-01-02 13:00,219,8,0,0,3,134
2023-01-02 14:00,166,8,0,0,4,95
2023-01-02 15:00,127,8,0,0,13,45
2023-01-02 16:00,397,8,0,5,16,60
2023-01-02 17:00,614,8,0,0,17,503
2023-01-02 18:00,205,20,16,0,17,46
2023-01-02 19:00,165,8,0,0,15,52
2023-01-02 20:00,152,8,0,0,13,40
2023-01-02 21:00,400,19,213,0,12,48
2023-01-02 22:00,341,20,20,0,11,50
2023-01-02 23:00,204,19,0,3,10,60
2023-01-03 00:00,221,21,0,26,16,71
2023-01-03 01:00,244,35,0,0,17,85
2023-01-03 02:00,254,34,0,0,17,84
2023-01-03 03:00,228,15,0,0,17,71
2023-01-03 04:00,218,8,0,0,17,77
2023-01-03 05:00,195,8,0,0,17,92
2023-01-03 06:00,594,9,0,0,16,519
2023-01-03 07:00,159,9,0,0,17,91
2023-01-03 08:00,183,9,0,0,17,102
2023-01-03 09:00,185,8,0,0,16,106
2023-01-03 10:00,168,8,0,0,16,91
2023-01-03 11:00,173,9,0,0,16,100
2023-01-03 12:00,191,9,0,0,16,119
2023-01-03 13:00,246,9,0,0,16,144
2023-01-03 14:00,156,9,0,0,8,66
2023-01-03 15:00,322,21,0,0,6,232
2023-01-03 16:00,259,22,0,0,1,168
2023-01-03 17:00,610,23,0,0,12,480
2023-01-03 18:00,610,35,0,0,18,482
2023-01-03 19:00,134,10,15,0,15,22
2023-01-03 20:00,120,12,0,0,2,16
2023-01-03 21:00,125,21,0,0,9,4
2023-01-03 22:00,245,23,0,0,19,45
2023-01-03 23:00,158,22,0,0,17,47
2023-01-04 00:00,321,23,0,155,8,24
2023-01-04 01:00,184,35,0,0,3,32
2023-01-04 02:00,130,31,0,0,9,18
2023-01-04 03:00,142,22,0,0,6,42
2023-01-04 04:00,126,9,0,0,3,45
2023-01-04 05:00,134,9,0,0,2,61
2023-01-04 06:00,564,9,0,0,4,491
2023-01-04 07:00,132,10,0,0,5,65
2023-01-04 08:00,147,10,17,0,3,60
2023-01-04 09:00,112,10,0,0,1,54
2023-01-04 10:00,165,10,0,0,2,74
2023-01-04 11:00,374,9,0,0,6,289
2023-01-04 12:00,118,9,0,0,13,50
2023-01-04 13:00,109,9,0,0,16,39
2023-01-04 14:00,127,9,0,0,16,59
2023-01-04 15:00,152,9,0,0,3,79
2023-01-04 16:00,170,9,0,0,8,87
2023-01-04 17:00,628,9,0,0,16,536
2023-01-04 18:00,155,21,0,0,16,34
2023-01-04 19:00,144,6,0,0,8,39
2023-01-04 20:00,108,7,0,0,0,19
2023-01-04 21:00,141,7,0,0,10,30
2023-01-04 22:00,126,6,0,0,18,34
2023-01-04 23:00,174,7,0,0,18,74
2023-01-05 00:00,222,22,0,0,14,95
2023-01-05 01:00,225,21,0,0,5,92
2023-01-05 02:00,206,17,0,0,3,88
2023-01-05 03:00,189,7,0,0,9,60
2023-01-05 04:00,190,4,0,0,16,106
2023-01-05 05:00,150,4,0,0,16,88
2023-01-05 06:00,580,5,0,0,14,504
2023-01-05 07:00,133,5,0,0,5,77
2023-01-05 08:00,196,4,16,0,4,92
2023-01-05 09:00,175,4,0,0,16,88
2023-01-05 10:00,196,4,0,0,16,128
2023-01-05 11:00,192,5,0,0,3,139
2023-01-05 12:00,296,4,0,0,8,239
2023-01-05 13:00,292,4,0,0,16,202
2023-01-05 14:00,250,4,0,0,2,196
2023-01-05 15:00,263,5,0,0,13,191
2023-01-05 16:00,280,4,0,0,16,181
2023-01-05 17:00,816,4,0,0,0,734
2023-01-05 18:00,269,19,0,0,16,116
2023-01-05 19:00,233,4,0,0,11,108
2023-01-05 20:00,153,4,16,0,2,56
2023-01-05 21:00,175,4,0,0,17,65
2023-01-05 22:00,158,5,0,0,14,67
2023-01-05 23:00,160,4,0,0,12,73
2023-01-06 00:00,176,18,0,5,13,57
2023-01-06 01:00,213,19,0,0,15,78
2023-01-06 02:00,249,32,0,0,16,97
2023-01-06 03:00,273,31,0,0,16,115
2023-01-06 04:00,238,6,0,0,16,130
2023-01-06 05:00,181,7,0,0,16,114
2023-01-06 06:00,625,7,0,0,11,541
2023-01-06 07:00,206,7,0,0,1,145
2023-01-06 08:00,264,7,25,0,8,162
2023-01-06 09:00,271,7,24,0,15,184
