time,power1,TV,washing_drying,kitchen appliances,fridge,heating
2023-01-01 00:00,412,14,0,2,56,16
2023-01-01 01:00,651,13,0,2,14,387
2023-01-01 02:00,366,13,0,2,17,21
2023-01-01 03:00,164,14,0,2,31,5
2023-01-01 04:00,27,0,0,3,1,0
2023-01-01 05:00,56,0,0,2,33,0
2023-01-01 06:00,214,0,0,2,27,165
2023-01-01 07:00,40,0,0,2,14,0
2023-01-01 08:00,69,0,0,3,33,0
2023-01-01 09:00,133,0,0,3,0,8
2023-01-01 10:00,478,0,0,2,45,30
2023-01-01 11:00,648,0,0,2,2,42
2023-01-01 12:00,572,0,0,3,24,40
2023-01-01 13:00,440,0,0,2,20,29
2023-01-01 14:00,107,0,0,2,7,77
2023-01-01 15:00,250,0,17,3,29,14
2023-01-01 16:00,323,0,0,3,8,22
2023-01-01 17:00,552,1,0,238,38,20
2023-01-01 18:00,235,2,0,2,0,14
2023-01-01 19:00,284,0,0,1,36,0
2023-01-01 20:00,472,0,0,130,5,300
2023-01-01 21:00,308,0,0,2,40,251
2023-01-01 22:00,297,0,0,2,14,262
2023-01-01 23:00,235,14,0,2,17,185
2023-01-02 00:00,515,14,0,179,19,263
2023-01-02 01:00,397,15,0,161,8,177
2023-01-02 02:00,324,12,0,2,30,247
2023-01-02 03:00,173,14,0,2,0,96
2023-01-02 04:00,72,0,0,3,51,3
2023-01-02 05:00,33,0,0,2,6,3
2023-01-02 06:00,66,0,0,2,33,12
2023-01-02 07:00,56,0,0,3,9,24
2023-01-02 08:00,81,0,0,2,22,35
2023-01-02 09:00,90,0,0,2,21,47
2023-01-02 10:00,176,0,0,2,12,141
2023-01-02 11:00,340,0,0,2,37,288
2023-01-02 12:00,678,0,0,2,1,639
2023-01-02 13:00,507,0,0,2,45,444
2023-01-02 14:00,653,0,0,152,11,477
2023-01-02 15:00,308,0,0,2,17,271
2023-01-02 16:00,453,0,0,177,25,234
2023-01-02 17:00,816,0,0,143,8,641
2023-01-02 18:00,600,0,19,2,36,527
2023-01-02 19:00,197,0,0,2,7,164
2023-01-02 20:00,197,0,0,2,14,155
2023-01-02 21:00,894,13,308,3,24,175
2023-01-02 22:00,769,13,23,2,0,150
2023-01-02 23:00,616,15,385,2,39,138
2023-01-03 00:00,626,14,386,2,0,146
2023-01-03 01:00,246,13,0,2,27,160
2023-01-03 02:00,266,13,0,2,34,183
2023-01-03 03:00,242,12,0,2,2,188
2023-01-03 04:00,137,1,0,2,41,24
2023-01-03 05:00,27,0,0,2,0,4
2023-01-03 06:00,58,0,0,2,33,4
2023-01-03 07:00,66,0,0,2,24,21
2023-01-03 08:00,56,0,0,2,0,32
2023-01-03 09:00,122,0,0,2,54,49
2023-01-03 10:00,169,0,0,2,0,147
2023-01-03 11:00,414,0,0,2,22,374
2023-01-03 12:00,341,0,0,3,19,283
2023-01-03 13:00,270,0,0,3,3,245
2023-01-03 14:00,508,0,0,2,39,397
2023-01-03 15:00,902,0,0,56,1,830
2023-01-03 16:00,1041,0,0,256,33,720
2023-01-03 17:00,863,0,0,181,1,668
2023-01-03 18:00,434,0,0,3,20,397
2023-01-03 19:00,349,0,0,2,23,308
