time,power1,TV,washing_drying,kitchen appliances,fridge,heating
2023-01-01 00:00,217,4,0,0,12,173
2023-01-01 01:00,248,16,0,0,17,192
2023-01-01 02:00,227,22,0,0,0,181
2023-01-01 03:00,234,8,0,0,19,189
2023-01-01 04:00,20,0,0,0,1,0
2023-01-01 05:00,34,0,0,0,12,0
2023-01-01 06:00,638,0,0,0,15,604
2023-01-01 07:00,220,0,0,0,3,197
2023-01-01 08:00,223,0,0,0,9,196
2023-01-01 09:00,218,0,0,0,0,199
2023-01-01 10:00,217,0,0,0,1,196
2023-01-01 11:00,211,0,0,0,12,180
2023-01-01 12:00,208,0,0,0,15,175
2023-01-01 13:00,25,0,0,0,8,0
2023-01-01 14:00,19,0,0,0,0,0
2023-01-01 15:00,33,0,0,0,17,0
2023-01-01 16:00,33,0,0,0,15,0
2023-01-01 17:00,27,0,0,0,8,0
2023-01-01 18:00,22,0,0,0,5,0
2023-01-01 19:00,27,0,0,0,8,0
2023-01-01 20:00,19,0,0,0,0,0
2023-01-01 21:00,231,0,0,0,18,195
2023-01-01 22:00,19,0,0,0,0,0
2023-01-01 23:00,229,16,0,0,16,179
2023-01-02 00:00,498,15,0,290,0,169
2023-01-02 01:00,208,17,0,0,0,169
2023-01-02 02:00,264,14,0,0,17,201
2023-01-02 03:00,232,15,0,0,0,194
2023-01-02 04:00,18,0,0,0,0,0
2023-01-02 05:00,29,0,0,0,13,0
2023-01-02 06:00,531,0,0,0,0,513
2023-01-02 07:00,125,0,0,0,0,106
2023-01-02 08:00,259,0,0,0,10,232
2023-01-02 09:00,248,0,0,0,1,227
2023-01-02 10:00,237,0,0,0,0,219
2023-01-02 11:00,236,0,0,0,8,212
2023-01-02 12:00,212,0,0,0,4,190
2023-01-02 13:00,216,0,0,0,0,192
2023-01-02 14:00,75,0,0,0,5,0
2023-01-02 15:00,50,0,0,0,6,5
2023-01-02 16:00,130,0,0,0,0,101
2023-01-02 17:00,51,18,0,0,6,0
2023-01-02 18:00,72,17,0,0,30,0
2023-01-02 19:00,30,0,0,0,12,0
2023-01-02 20:00,25,0,0,0,6,0
2023-01-02 21:00,399,0,0,0,0,379
2023-01-02 22:00,399,0,0,0,4,374
2023-01-02 23:00,411,0,0,0,12,379
2023-01-03 00:00,397,0,0,0,19,359
2023-01-03 01:00,419,16,0,0,18,354
2023-01-03 02:00,416,15,0,0,0,369
2023-01-03 03:00,390,0,0,0,1,366
2023-01-03 04:00,40,0,0,0,25,0
2023-01-03 05:00,20,0,0,0,1,0
2023-01-03 06:00,526,0,0,0,0,506
2023-01-03 07:00,567,0,0,0,32,519
2023-01-03 08:00,19,0,0,0,0,0
2023-01-03 09:00,306,0,0,0,6,280
2023-01-03 10:00,143,0,0,0,4,119
2023-01-03 11:00,139,0,0,0,14,105
2023-01-03 12:00,222,0,0,0,0,202
2023-01-03 13:00,419,0,0,0,8,391
2023-01-03 14:00,50,0,16,0,7,0
2023-01-03 15:00,689,0,289,0,0,361
2023-01-03 16:00,89,7,44,0,3,0
2023-01-03 17:00,466,25,0,0,10,400
2023-01-03 18:00,481,24,0,0,14,375
2023-01-03 19:00,51,8,0,0,7,0
2023-01-03 20:00,47,13,0,0,15,0
2023-01-03 21:00,418,14,0,0,17,369
2023-01-03 22:00,253,13,0,0,0,220
2023-01-03 23:00,56,15,0,0,25,0
2023-01-04 00:00,41,16,0,0,0,0
2023-01-04 01:00,403,16,0,0,0,355
2023-01-04 02:00,417,23,0,0,12,358
2023-01-04 03:00,431,24,0,0,19,364
2023-01-04 04:00,22,0,0,0,0,0
2023-01-04 05:00,35,0,0,0,19,0
2023-01-04 06:00,532,0,0,0,3,508
2023-01-04 07:00,532,0,0,0,0,511
2023-01-04 08:00,34,0,0,0,17,0
2023-01-04 09:00,24,0,0,0,6,0
2023-01-04 10:00,323,0,0,0,12,294
2023-01-04 11:00,391,0,0,0,0,368
2023-01-04 12:00,43,0,0,0,24,0
2023-01-04 13:00,19,0,0,0,0,0
2023-01-04 14:00,25,0,0,0,8,0
2023-01-04 15:00,31,0,0,0,14,0
2023-01-04 16:00,22,0,0,0,3,0
2023-01-04 17:00,19,0,0,0,0,0
2023-01-04 18:00,27,0,0,0,10,0
2023-01-04 19:00,22,0,0,0,3,0
2023-01-04 20:00,254,0,0,0,0,235
2023-01-04 21:00,223,0,0,0,17,187
2023-01-04 22:00,268,0,0,0,6,211
2023-01-04 23:00,243,17,0,0,7,201
2023-01-05 00:00,228,15,0,0,4,177
2023-01-05 01:00,256,16,0,0,6,201
2023-01-05 02:00,46,14,0,0,11,0
2023-01-05 03:00,23,0,0,0,5,0
2023-01-05 04:00,27,0,0,0,7,0
2023-01-05 05:00,187,0,0,0,1,165
2023-01-05 06:00,750,0,0,0,4,726
2023-01-05 07:00,193,0,0,0,6,168
2023-01-05 08:00,263,0,0,0,0,244
2023-01-05 09:00,248,0,0,0,7,223
2023-01-05 10:00,251,0,0,0,15,218
2023-01-05 11:00,490,0,0,0,0,449
2023-01-05 12:00,57,0,0,0,21,16
2023-01-05 13:00,27,0,0,0,9,0
2023-01-05 14:00,218,0,0,0,0,198
2023-01-05 15:00,158,0,0,0,5,134
2023-01-05 16:00,181,0,0,0,11,152
2023-01-05 17:00,149,0,0,0,16,115
2023-01-05 18:00,129,0,0,0,0,110
2023-01-05 19:00,144,0,0,0,14,112
2023-01-05 20:00,168,0,0,0,16,133
2023-01-05 21:00,450,0,0,0,0,430
2023-01-05 22:00,447,0,0,0,11,417
2023-01-05 23:00,454,16,0,0,16,391
2023-01-06 00:00,467,16,0,0,0,418
2023-01-06 01:00,501,17,0,0,24,430
2023-01-06 02:00,504,17,0,0,15,442
2023-01-06 03:00,451,17,0,0,0,402
2023-01-06 04:00,33,0,0,0,18,0
2023-01-06 05:00,32,0,0,0,15,0
2023-01-06 06:00,736,0,0,0,15,704
2023-01-06 07:00,758,0,0,0,0,740
2023-01-06 08:00,291,0,0,0,27,247
2023-01-06 09:00,283,0,0,0,0,265
2023-01-06 10:00,273,0,0,0,0,255
2023-01-06 11:00,460,0,0,0,14,430
2023-01-06 12:00,456,0,0,0,6,428
2023-01-06 13:00,45,15,0,0,14,0
2023-01-06 14:00,17,0,0,0,0,0
2023-01-06 15:00,30,0,0,0,14,0
2023-01-06 16:00,225,0,0,0,10,199
2023-01-06 17:00,231,0,0,0,0,215
2023-01-06 18:00,53,0,0,0,7,29
2023-01-06 19:00,35,0,0,0,20,0
2023-01-06 20:00,170,0,0,0,0,152
2023-01-06 21:00,239,0,0,0,0,218
2023-01-06 22:00,259,0,0,0,23,207
2023-01-06 23:00,409,0,0,0,0,380
2023-01-07 00:00,402,0,0,0,0,367
2023-01-07 01:00,477,17,0,0,18,399
2023-01-07 02:00,449,23,0,0,3,396
2023-01-07 03:00,442,24,0,0,13,385
2023-01-07 04:00,22,0,0,0,5,0
2023-01-07 05:00,39,0,0,0,23,0
2023-01-07 06:00,537,0,0,0,0,519
2023-01-07 07:00,810,0,0,0,0,792
2023-01-07 08:00,429,0,0,0,34,380
2023-01-07 09:00,191,0,0,0,0,173
2023-01-07 10:00,408,0,0,0,0,389
2023-01-07 11:00,478,0,0,0,27,427
2023-01-07 12:00,16,0,0,0,0,0
2023-01-07 13:00,17,0,0,0,0,0
2023-01-07 14:00,40,0,0,0,25,0
2023-01-07 15:00,225,0,0,0,0,207
2023-01-07 16:00,33,0,22,0,0,0
2023-01-07 17:00,43,0,0,0,27,0
2023-01-07 18:00,17,0,0,0,0,0
2023-01-07 19:00,124,0,0,0,0,107
2023-01-07 20:00,56,0,0,0,26,15
2023-01-07 21:00,17,0,0,0,0,0
2023-01-07 22:00,17,0,0,0,0,0
2023-01-07 23:00,256,0,0,0,28,212
2023-01-08 00:00,489,14,0,0,0,381
2023-01-08 01:00,456,15,0,0,9,412
2023-01-08 02:00,52,13,0,0,16,0
2023-01-08 03:00,35,15,0,0,0,0
2023-01-08 04:00,25,0,0,0,10,0
2023-01-08 05:00,31,0,0,0,15,0
2023-01-08 06:00,538,0,0,0,2,518
2023-01-08 07:00,892,0,0,0,3,870
2023-01-08 08:00,172,0,0,0,15,139
2023-01-08 09:00,78,0,0,0,0,60
2023-01-08 10:00,375,0,0,0,9,348
2023-01-08 11:00,459,0,0,0,13,401
2023-01-08 12:00,50,0,0,0,19,0
2023-01-08 13:00,251,0,0,0,2,230
2023-01-08 14:00,262,0,0,0,18,226
2023-01-08 15:00,19,0,0,0,0,0
2023-01-08 16:00,36,0,0,0,20,0
2023-01-08 17:00,27,0,0,0,9,0
2023-01-08 18:00,30,0,0,0,12,0
2023-01-08 19:00,24,0,0,0,7,0
2023-01-08 20:00,22,0,0,0,3,0
2023-01-08 21:00,207,0,0,0,13,177
2023-01-08 22:00,26,0,0,0,7,0
2023-01-08 23:00,55,17,0,0,13,2
2023-01-09 00:00,58,15,0,0,0,9
2023-01-09 01:00,80,17,0,0,27,0
2023-01-09 02:00,40,15,0,0,0,0
2023-01-09 03:00,58,15,0,0,16,0
2023-01-09 04:00,34,0,0,0,15,0
2023-01-09 05:00,37,0,0,0,19,0
2023-01-09 06:00,534,0,0,0,0,514
2023-01-09 07:00,30,0,0,0,9,0
2023-01-09 08:00,22,0,0,0,1,0
2023-01-09 09:00,27,0,0,0,8,0
2023-01-09 10:00,212,0,0,0,1,191
2023-01-09 11:00,215,0,0,0,14,184
2023-01-09 12:00,218,0,0,0,16,185
2023-01-09 13:00,213,0,0,12,3,177
2023-01-09 14:00,24,0,0,0,6,0
2023-01-09 15:00,43,8,0,0,10,0
2023-01-09 16:00,35,0,0,0,18,0
2023-01-09 17:00,199,18,17,144,7,0
2023-01-09 18:00,47,15,0,0,14,0
2023-01-09 19:00,283,0,0,0,20,0
2023-01-09 20:00,50,0,0,0,14,0
2023-01-09 21:00,50,16,0,0,16,0
2023-01-09 22:00,53,0,0,0,0,0
2023-01-09 23:00,65,16,0,0,18,0
2023-01-10 00:00,111,24,0,0,1,0
2023-01-10 01:00,64,16,0,0,5,0
2023-01-10 02:00,54,13,0,0,3,0
2023-01-10 03:00,44,7,0,0,4,0
2023-01-10 04:00,30,0,0,0,14,0
2023-01-10 05:00,29,0,0,0,10,0
2023-01-10 06:00,542,0,0,0,20,505
2023-01-10 07:00,551,0,0,0,20,512
2023-01-10 08:00,19,0,0,0,0,0
2023-01-10 09:00,0,0,0,0,0,0
2023-01-10 10:00,24,0,0,0,5,0
2023-01-10 11:00,30,0,0,0,10,0
2023-01-10 12:00,20,0,0,0,0,0
2023-01-10 13:00,180,0,0,0,28,135
2023-01-10 14:00,490,0,295,0,0,172
2023-01-10 15:00,49,0,33,0,2,0
2023-01-10 16:00,28,0,0,0,10,0
2023-01-10 17:00,18,0,0,0,0,0
2023-01-10 18:00,44,0,0,0,28,0
2023-01-10 19:00,20,0,0,0,1,0
2023-01-10 20:00,19,0,0,0,0,0
2023-01-10 21:00,39,0,0,0,23,0
2023-01-10 22:00,19,0,0,0,0,0
2023-01-10 23:00,25,0,0,0,6,0
2023-01-11 00:00,27,0,0,0,9,0
2023-01-11 01:00,46,16,0,0,0,0
2023-01-11 02:00,69,16,0,0,11,0
2023-01-11 03:00,58,17,0,0,0,0
2023-01-11 04:00,22,0,0,0,4,0
2023-01-11 05:00,33,0,0,0,16,0
2023-01-11 06:00,35,0,0,0,17,0
2023-01-11 07:00,545,0,0,0,3,523
2023-01-11 08:00,551,0,0,0,6,525
2023-01-11 09:00,312,0,0,0,14,280
2023-01-11 10:00,31,0,0,0,13,0
2023-01-11 11:00,20,0,0,0,0,0
2023-01-11 12:00,33,0,0,0,5,0
2023-01-11 13:00,33,0,0,0,15,0
2023-01-11 14:00,31,0,0,0,12,0
2023-01-11 15:00,23,0,0,0,3,0
2023-01-11 16:00,26,0,0,0,6,0
2023-01-11 17:00,33,0,0,0,16,0
2023-01-11 18:00,31,0,0,0,14,0
2023-01-11 19:00,18,0,0,0,0,0
2023-01-11 20:00,37,0,0,0,20,0
2023-01-11 21:00,41,0,17,0,11,0
2023-01-11 22:00,32,0,14,0,0,0
2023-01-11 23:00,54,17,0,0,19,0
2023-01-12 00:00,36,14,0,0,1,0
2023-01-12 01:00,71,17,0,0,18,0
2023-01-12 02:00,49,13,0,0,17,0
2023-01-12 03:00,19,0,0,0,0,0
2023-01-12 04:00,19,0,0,0,0,0
2023-01-12 05:00,33,0,0,0,14,0
2023-01-12 06:00,18,0,0,0,0,0
2023-01-12 07:00,575,0,0,0,28,530
2023-01-12 08:00,147,0,0,0,4,123
2023-01-12 09:00,18,0,0,0,0,0
2023-01-12 10:00,37,0,0,0,20,0
2023-01-12 11:00,19,0,0,0,0,0
2023-01-12 12:00,279,0,240,0,14,0
2023-01-12 13:00,50,0,25,0,12,0
2023-01-12 14:00,29,0,0,0,10,0
2023-01-12 15:00,24,0,0,0,6,0
2023-01-12 16:00,23,0,0,0,4,0
2023-01-12 17:00,36,0,0,0,19,0
2023-01-12 18:00,30,0,0,0,14,0
2023-01-12 19:00,19,0,0,0,0,0
2023-01-12 20:00,37,0,0,0,20,0
2023-01-12 21:00,40,0,9,0,15,0
2023-01-12 22:00,19,0,0,0,0,0
2023-01-12 23:00,37,0,0,0,20,0
2023-01-13 00:00,41,15,0,0,5,0
2023-01-13 01:00,45,16,0,0,6,0
2023-01-13 02:00,58,15,0,0,15,0
2023-01-13 03:00,37,16,0,0,0,0
2023-01-13 04:00,24,0,0,0,6,0
2023-01-13 05:00,35,0,0,0,18,0
2023-01-13 06:00,18,0,0,0,0,0
2023-01-13 07:00,558,0,0,0,18,523
2023-01-13 08:00,555,0,0,0,10,526
2023-01-13 09:00,19,0,0,0,0,0
2023-01-13 10:00,32,0,0,0,15,0
2023-01-13 11:00,25,0,0,0,1,0
2023-01-13 12:00,171,0,130,0,12,0
2023-01-13 13:00,95,18,50,0,16,0
2023-01-13 14:00,18,0,0,0,0,0
2023-01-13 15:00,27,0,0,0,8,0
2023-01-13 16:00,38,0,0,0,21,0
2023-01-13 17:00,19,0,0,0,0,0
2023-01-13 18:00,25,0,0,0,7,0
2023-01-13 19:00,31,0,0,0,14,0
