time,power1,TV,washing_drying,kitchen appliances,fridge,heating
2023-01-01 00:00,0,0,0,0,0,0
2023-01-01 01:00,0,0,0,0,0,0
2023-01-01 02:00,0,0,0,0,0,0
2023-01-01 03:00,0,0,0,0,0,0
2023-01-01 04:00,0,0,0,0,0,0
2023-01-01 05:00,0,0,0,0,0,0
2023-01-01 06:00,0,0,0,0,0,0
2023-01-01 07:00,0,0,0,0,0,0
2023-01-01 08:00,0,0,0,0,0,0
2023-01-01 09:00,0,0,0,0,0,0
2023-01-01 10:00,0,0,0,0,0,0
2023-01-01 11:00,0,0,0,0,0,0
2023-01-01 12:00,0,0,0,0,0,0
2023-01-01 13:00,0,0,0,0,0,0
2023-01-01 14:00,0,0,0,0,0,0
2023-01-01 15:00,31,0,0,0,20,0
2023-01-01 16:00,31,0,0,0,18,0
2023-01-01 17:00,996,0,0,0,9,979
2023-01-01 18:00,658,0,0,0,0,649
2023-01-01 19:00,652,0,0,0,11,634
2023-01-01 20:00,35,0,0,0,24,0
2023-01-01 21:00,38,4,0,0,22,0
2023-01-01 22:00,107,13,0,70,11,0
2023-01-01 23:00,60,13,0,2,16,0
2023-01-02 00:00,70,0,0,0,11,0
2023-01-02 01:00,120,14,0,0,18,0
2023-01-02 02:00,60,25,0,0,23,0
2023-01-02 03:00,28,0,0,0,14,0
2023-01-02 04:00,16,0,0,0,0,0
2023-01-02 05:00,16,0,0,0,0,0
2023-01-02 06:00,20,0,0,0,4,0
2023-01-02 07:00,1006,0,0,0,23,976
2023-01-02 08:00,1067,0,0,0,22,1039
2023-01-02 09:00,1001,0,0,0,12,981
2023-01-02 10:00,692,12,0,0,16,655
2023-01-02 11:00,687,14,0,0,6,655
2023-01-02 12:00,20,0,0,0,5,0
2023-01-02 13:00,51,7,0,0,24,0
2023-01-02 14:00,34,0,0,0,22,0
2023-01-02 15:00,24,0,0,0,11,0
2023-01-02 16:00,383,13,0,339,0,0
2023-01-02 17:00,981,0,0,3,3,966
2023-01-02 18:00,718,0,0,0,40,636
2023-01-02 19:00,709,14,24,0,25,630
2023-01-02 20:00,67,11,0,0,21,0
2023-01-02 21:00,21,0,0,0,5,0
2023-01-02 22:00,19,0,0,0,0,0
2023-01-02 23:00,179,25,0,119,0,0
2023-01-03 00:00,84,0,0,0,20,0
2023-01-03 01:00,109,13,0,0,42,0
2023-01-03 02:00,58,13,0,0,34,0
2023-01-03 03:00,44,12,0,0,19,0
2023-01-03 04:00,15,0,0,0,0,0
2023-01-03 05:00,15,0,0,0,0,0
2023-01-03 06:00,15,0,0,0,0,0
2023-01-03 07:00,1004,0,0,0,18,973
2023-01-03 08:00,1009,0,0,0,26,978
2023-01-03 09:00,1174,0,332,0,33,614
2023-01-03 10:00,696,13,0,0,25,652
2023-01-03 11:00,959,0,0,0,0,953
2023-01-03 12:00,86,0,0,0,0,70
2023-01-03 13:00,115,14,41,0,4,43
2023-01-03 14:00,178,0,0,127,23,0
2023-01-03 15:00,55,0,0,0,23,0
2023-01-03 16:00,106,13,0,0,21,0
2023-01-03 17:00,1257,0,17,0,4,1231
2023-01-03 18:00,1257,13,0,0,0,1234
2023-01-03 19:00,974,0,0,0,0,964
2023-01-03 20:00,27,0,0,0,2,0
2023-01-03 21:00,41,0,0,0,29,0
2023-01-03 22:00,75,25,0,0,41,0
2023-01-03 23:00,66,24,0,0,30,0
2023-01-04 00:00,69,0,0,0,18,0
2023-01-04 01:00,62,25,0,0,1,0
2023-01-04 02:00,31,13,0,0,0,0
2023-01-04 03:00,17,0,0,0,0,0
2023-01-04 04:00,21,0,0,0,6,0
