time,power1,Appliance1,Appliance2,Appliance3,Appliance8
2013-10-09 14:00,337,0,0,0,0
2013-10-09 15:00,604,85,0,0,0
2013-10-09 16:00,820,0,0,68,0
2013-10-09 17:00,299,87,53,72,0
2013-10-09 18:00,338,0,47,0,31
2013-10-09 19:00,368,0,45,0,0
2013-10-09 21:00,330,0,0,0,0
2013-10-09 22:00,576,69,0,0,30
2013-10-09 23:00,196,0,0,70,0
2013-10-10 0:00,197,83,0,0,0
2013-10-10 1:00,180,0,0,0,0
2013-10-10 2:00,196,0,0,68,0
2013-10-10 3:00,179,0,0,0,0
2013-10-10 4:00,179,0,0,0,0
2013-10-10 5:00,255,81,0,68,0
2013-10-10 6:00,182,0,0,0,0
2013-10-10 7:00,227,83,0,81,0
2013-10-10 8:00,340,0,0,68,0
2013-10-10 10:00,1239,70,0,0,0
2013-10-10 11:00,2499,0,0,69,0
2013-10-10 12:00,528,68,59,0,0
2013-10-10 13:00,946,0,47,0,35
2013-10-10 14:00,126,75,46,68,0
2013-10-10 15:00,225,0,44,72,0
2013-10-10 16:00,257,0,0,0,0
2013-10-10 17:00,353,0,0,0,31
2013-10-10 18:00,581,0,0,68,34
2013-10-10 19:00,2038,12,0,73,0
2013-10-10 20:00,613,0,0,0,31
2013-10-10 21:00,612,69,0,0,30
2013-10-10 22:00,297,0,0,69,0
2013-10-10 23:00,220,71,0,0,22
2013-10-11 0:00,181,0,0,0,0
2013-10-11 1:00,194,0,0,68,0
2013-10-11 2:00,232,0,48,72,9
2013-10-11 3:00,205,0,46,0,0
2013-10-11 4:00,204,0,45,0,0
2013-10-11 5:00,229,0,45,69,0
2013-10-11 6:00,183,0,0,0,0
2013-10-11 7:00,180,0,0,0,0
2013-10-11 8:00,227,0,0,68,0
2013-10-11 9:00,163,71,0,76,0
2013-10-11 10:00,518,0,0,0,0
2013-10-11 11:00,330,0,0,0,0
2013-10-11 12:00,216,0,0,70,0
2013-10-11 13:00,2540,0,0,0,0
2013-10-11 14:00,161,79,0,0,0
2013-10-11 15:00,231,0,0,68,0
2013-10-11 16:00,270,0,53,0,0
2013-10-11 17:00,204,0,47,0,0
2013-10-11 18:00,233,0,46,68,0
2013-10-11 19:00,202,0,45,0,0
2013-10-11 20:00,205,0,45,0,0
2013-10-11 21:00,230,0,45,66,0
2013-10-11 22:00,263,80,0,73,0
2013-10-11 23:00,180,0,0,0,0
2013-10-12 0:00,182,0,0,0,0
2013-10-12 1:00,246,70,0,70,0
2013-10-12 2:00,179,0,0,0,0
2013-10-12 3:00,180,0,0,0,0
2013-10-12 4:00,193,0,0,68,0
2013-10-12 5:00,180,0,0,0,0
2013-10-12 6:00,180,0,0,0,0
2013-10-12 7:00,195,0,0,68,0
2013-10-12 8:00,180,0,0,0,0
2013-10-12 9:00,173,81,0,0,0
2013-10-12 10:00,209,0,0,67,0
2013-10-12 11:00,313,0,0,0,0
2013-10-12 12:00,445,77,0,0,0
2013-10-12 13:00,253,0,0,68,0
2013-10-12 14:00,257,0,49,0,0
2013-10-12 15:00,198,69,47,0,0
2013-10-12 16:00,227,0,45,66,0
2013-10-12 17:00,201,0,44,0,0
2013-10-12 18:00,182,0,34,0,0
2013-10-12 19:00,193,0,0,68,0
2013-10-12 20:00,182,0,0,0,0
2013-10-12 21:00,180,0,0,0,0
2013-10-12 22:00,188,0,0,66,0
2013-10-12 23:00,180,0,0,0,0
2013-10-13 0:00,179,0,0,0,0
2013-10-13 1:00,191,0,0,66,0
2013-10-13 2:00,185,80,0,0,0
2013-10-13 3:00,181,0,0,0,0
2013-10-13 4:00,190,0,0,67,0
2013-10-13 5:00,182,75,0,0,0
2013-10-13 6:00,178,0,0,0,0
2013-10-13 7:00,190,0,0,67,0
2013-10-13 8:00,179,72,0,0,0
2013-10-13 9:00,259,0,0,0,0
2013-10-13 10:00,219,0,0,67,0
2013-10-13 11:00,254,0,56,0,0
2013-10-13 12:00,256,0,48,0,0
2013-10-13 13:00,229,0,47,68,0
2013-10-13 14:00,247,0,46,0,0
2013-10-13 15:00,256,0,45,0,0
2013-10-13 16:00,212,0,0,68,0
2013-10-13 17:00,179,0,0,0,0
2013-10-13 18:00,180,0,0,0,0
2013-10-13 19:00,191,0,0,67,0
2013-10-13 20:00,179,0,0,0,0
2013-10-13 21:00,180,0,0,0,0
2013-10-13 22:00,190,0,0,70,0
2013-10-13 23:00,180,0,0,0,0
2013-10-14 0:00,317,0,0,189,0
2013-10-14 1:00,191,0,0,66,0
2013-10-14 2:00,180,0,0,0,0
2013-10-14 3:00,180,0,0,0,0
2013-10-14 4:00,189,0,0,66,0
2013-10-14 5:00,206,0,0,82,0
2013-10-14 6:00,180,0,0,0,0
2013-10-14 7:00,257,0,0,0,0
2013-10-14 8:00,285,0,0,71,0
2013-10-14 9:00,284,0,0,0,0
2013-10-14 10:00,258,0,0,0,0
2013-10-14 11:00,222,0,0,69,0
2013-10-14 12:00,366,0,0,0,0
2013-10-14 13:00,422,0,0,0,0
2013-10-14 14:00,225,0,59,68,0
2013-10-14 15:00,266,0,47,0,0
2013-10-14 16:00,257,0,46,0,0
2013-10-14 17:00,234,0,45,67,0
2013-10-14 18:00,205,0,45,0,0
2013-10-14 19:00,205,0,44,0,0
2013-10-14 20:00,230,0,44,68,0
2013-10-14 21:00,204,0,43,0,0
2013-10-14 22:00,206,0,44,0,0
2013-10-14 23:00,284,71,45,68,0
2013-10-15 0:00,200,0,45,0,0
2013-10-15 1:00,202,0,45,0,0
2013-10-15 2:00,286,73,45,67,0
2013-10-15 3:00,270,0,45,0,0
2013-10-15 4:00,204,0,46,0,0
2013-10-15 5:00,293,74,45,66,0
2013-10-15 6:00,207,0,45,0,0
2013-10-15 7:00,205,0,46,0,0
2013-10-15 8:00,164,80,46,66,0
2013-10-15 9:00,369,0,47,0,0
2013-10-15 10:00,368,0,46,0,0
2013-10-15 11:00,124,80,46,66,0
2013-10-15 12:00,436,0,45,0,0
2013-10-15 13:00,379,0,0,0,0
2013-10-15 14:00,145,0,0,67,0
2013-10-15 15:00,1280,0,0,0,0
2013-10-15 16:00,274,0,0,0,0
2013-10-15 17:00,220,0,0,0,0
2013-10-15 18:00,198,0,0,74,0
2013-10-15 19:00,181,0,0,0,0
2013-10-15 20:00,180,0,0,0,0
2013-10-15 21:00,198,0,0,70,0
2013-10-15 22:00,183,0,0,0,0
2013-10-15 23:00,181,0,0,0,0
2013-10-16 0:00,196,0,0,69,0
2013-10-16 1:00,180,0,0,0,0
2013-10-16 2:00,178,0,0,0,0
2013-10-16 3:00,195,0,0,68,0
2013-10-16 4:00,180,0,0,0,0
2013-10-16 5:00,182,0,0,0,0
2013-10-16 6:00,198,0,0,68,0
2013-10-16 7:00,181,0,0,0,0
2013-10-16 8:00,183,0,0,0,0
2013-10-16 9:00,233,0,0,69,0
2013-10-16 10:00,277,0,0,0,0
2013-10-16 11:00,352,0,0,0,0
2013-10-16 12:00,229,0,0,69,0
2013-10-16 13:00,290,0,0,0,0
2013-10-16 14:00,288,0,0,0,0
2013-10-16 15:00,1340,0,0,69,0
2013-10-16 16:00,325,0,0,0,0
2013-10-16 17:00,255,0,0,0,0
2013-10-16 18:00,193,0,0,68,0
2013-10-16 19:00,183,0,0,0,0
2013-10-16 20:00,180,0,0,0,0
2013-10-16 21:00,246,72,0,68,0
2013-10-16 22:00,180,0,0,0,0
2013-10-16 23:00,182,0,0,0,0
2013-10-17 0:00,249,75,0,68,0
2013-10-17 1:00,181,0,0,0,0
2013-10-17 2:00,181,0,0,0,0
2013-10-17 3:00,252,79,0,68,0
2013-10-17 4:00,180,0,0,0,0
2013-10-17 5:00,181,0,0,0,0
2013-10-17 6:00,263,79,0,66,0
2013-10-17 7:00,180,0,0,0,0
2013-10-17 8:00,327,0,0,0,0
2013-10-17 9:00,761,0,0,68,0
2013-10-17 10:00,467,0,0,0,0
2013-10-17 11:00,1736,0,0,0,0
2013-10-17 12:00,2173,0,0,69,0
2013-10-17 13:00,2370,0,0,0,0
2013-10-17 14:00,408,0,0,0,0
2013-10-17 15:00,267,0,47,67,0
2013-10-17 16:00,249,0,46,0,0
2013-10-17 17:00,267,0,45,0,0
2013-10-17 18:00,227,0,44,67,0
2013-10-17 19:00,185,0,0,0,0
2013-10-17 20:00,182,0,0,0,0
2013-10-17 21:00,193,0,0,67,0
2013-10-17 22:00,183,0,0,0,0
2013-10-17 23:00,183,0,0,0,0
2013-10-18 0:00,195,0,0,67,0
2013-10-18 1:00,182,0,0,0,0
2013-10-18 2:00,180,0,0,0,0
2013-10-18 3:00,194,80,0,0,0
2013-10-18 4:00,179,0,0,0,0
2013-10-18 5:00,180,0,0,0,0
2013-10-18 6:00,259,80,0,69,0
2013-10-18 7:00,180,0,0,0,0
2013-10-18 8:00,259,0,0,0,0
2013-10-18 9:00,153,79,0,70,0
2013-10-18 10:00,330,0,0,0,0
2013-10-18 11:00,307,0,0,0,0
2013-10-18 12:00,140,80,0,70,0
2013-10-18 13:00,363,0,0,0,0
2013-10-18 14:00,300,0,0,0,0
2013-10-18 15:00,173,79,0,69,0
2013-10-18 16:00,261,0,54,0,0
2013-10-18 18:00,304,77,46,70,0
2013-10-18 19:00,175,0,44,0,0
2013-10-18 20:00,173,0,44,0,0
2013-10-18 21:00,262,76,0,70,0
2013-10-18 22:00,151,0,0,0,0
2013-10-18 23:00,152,0,0,0,0
2013-10-19 0:00,261,74,0,69,0
2013-10-19 1:00,153,0,0,0,0
2013-10-19 2:00,151,0,0,0,0
2013-10-19 3:00,258,74,0,70,0
2013-10-19 4:00,152,0,0,0,0
2013-10-19 5:00,150,0,0,0,0
2013-10-19 6:00,264,73,0,72,0
2013-10-19 7:00,152,0,0,0,0
2013-10-19 8:00,151,0,0,0,0
2013-10-19 9:00,263,73,0,73,0
2013-10-19 10:00,152,0,0,0,0
2013-10-19 11:00,211,0,48,66,0
2013-10-19 12:00,224,72,46,0,0
2013-10-19 13:00,170,0,45,0,0
2013-10-19 14:00,173,0,0,66,0
2013-10-19 15:00,183,71,0,0,0
2013-10-19 16:00,256,0,0,0,0
2013-10-19 17:00,191,0,0,66,0
2013-10-19 18:00,182,0,0,0,0
2013-10-19 19:00,181,0,0,0,0
2013-10-19 20:00,193,0,0,66,0
2013-10-19 21:00,181,0,0,0,0
2013-10-19 22:00,180,0,0,0,0
2013-10-19 23:00,234,0,54,67,0
2013-10-20 0:00,201,0,48,0,0
2013-10-20 1:00,201,0,48,0,0
2013-10-20 2:00,225,0,47,66,0
2013-10-20 3:00,200,0,46,0,0
2013-10-20 4:00,204,0,46,0,0
2013-10-20 5:00,227,0,45,66,0
2013-10-20 6:00,202,0,45,0,0
2013-10-20 7:00,201,0,44,0,0
2013-10-20 8:00,216,0,0,67,0
2013-10-20 9:00,739,0,0,0,0
2013-10-20 10:00,283,0,0,0,0
2013-10-20 11:00,849,0,0,68,0
2013-10-20 12:00,1006,0,0,0,0
2013-10-20 13:00,890,0,0,0,0
2013-10-20 14:00,309,0,0,68,0
2013-10-20 15:00,251,0,0,0,0
2013-10-20 16:00,201,0,47,0,0
2013-10-20 17:00,229,0,45,68,0
2013-10-20 18:00,205,0,45,0,0
2013-10-20 19:00,201,0,43,0,0
2013-10-20 20:00,193,0,0,67,0
2013-10-20 21:00,183,0,0,0,0
2013-10-20 22:00,182,0,0,0,0
2013-10-20 23:00,257,80,0,69,0
2013-10-21 0:00,180,0,0,0,0
2013-10-21 1:00,180,0,0,0,0
2013-10-21 2:00,256,81,0,69,0
2013-10-21 3:00,179,0,0,0,0
2013-10-21 4:00,181,0,0,0,0
2013-10-21 5:00,258,80,0,69,0
2013-10-21 6:00,182,0,0,0,0
2013-10-21 7:00,182,0,0,0,0
2013-10-21 8:00,245,80,0,73,0
2013-10-21 9:00,264,0,0,0,0
2013-10-21 10:00,259,0,0,0,0
2013-10-21 11:00,185,77,0,0,0
2013-10-21 12:00,265,0,0,0,0
2013-10-21 13:00,213,0,48,66,0
2013-10-21 16:00,272,0,44,66,0
2013-10-21 17:00,185,73,0,0,0
2013-10-21 18:00,182,0,0,0,0
2013-10-21 19:00,195,0,0,67,0
2013-10-21 20:00,186,72,0,0,0
2013-10-21 21:00,183,0,0,0,0
2013-10-21 22:00,195,0,0,68,0
2013-10-21 23:00,182,70,0,0,0
2013-10-22 0:00,180,0,0,0,0
2013-10-22 1:00,235,0,53,67,0
2013-10-22 2:00,201,0,47,0,0
2013-10-22 3:00,201,0,46,0,0
2013-10-22 4:00,230,0,44,69,0
2013-10-22 5:00,204,0,44,0,0
2013-10-22 6:00,198,0,0,66,0
2013-10-22 7:00,182,0,0,0,0
2013-10-22 8:00,180,0,0,0,0
2013-10-22 9:00,247,0,0,70,0
2013-10-22 10:00,280,0,0,0,0
2013-10-22 11:00,368,0,0,0,0
2013-10-22 12:00,218,0,0,77,0
2013-10-22 13:00,453,0,59,0,0
2013-10-22 14:00,245,0,48,66,0
2013-10-22 15:00,267,0,46,0,0
2013-10-22 16:00,261,0,44,0,0
2013-10-22 17:00,196,0,0,66,0
2013-10-22 18:00,182,0,0,0,0
2013-10-22 19:00,547,0,0,0,33
2013-10-22 20:00,665,0,0,68,40
2013-10-22 21:00,783,0,0,0,0
2013-10-22 22:00,602,0,0,0,34
2013-10-22 23:00,247,0,58,68,0
2013-10-23 0:00,221,71,48,0,0
2013-10-23 1:00,209,0,46,0,0
2013-10-23 2:00,232,0,45,67,0
2013-10-23 3:00,206,0,44,0,0
2013-10-23 4:00,186,0,0,0,0
2013-10-23 5:00,199,0,0,66,0
2013-10-23 6:00,394,0,0,0,0
2013-10-23 7:00,223,0,0,0,0
2013-10-23 9:00,290,0,0,0,0
2013-10-23 10:00,227,0,0,72,0
2013-10-23 11:00,307,0,53,0,0
2013-10-23 13:00,378,0,45,0,0
2013-10-23 14:00,427,0,24,68,0
2013-10-23 15:00,740,0,0,69,30
2013-10-23 16:00,266,0,0,74,30
2013-10-23 17:00,220,0,0,0,31
2013-10-23 18:00,2360,80,0,0,0
2013-10-23 19:00,453,0,0,0,0
2013-10-23 20:00,658,69,0,68,32
2013-10-23 21:00,521,0,0,69,31
2013-10-23 22:00,642,69,0,75,31
2013-10-23 23:00,762,0,0,0,31
2013-10-24 0:00,187,71,0,0,0
2013-10-24 1:00,182,0,0,0,0
2013-10-24 2:00,189,82,0,0,0
2013-10-24 3:00,180,0,0,0,0
2013-10-24 4:00,195,0,0,68,0
2013-10-24 5:00,197,0,0,71,0
2013-10-24 6:00,186,0,0,0,0
2013-10-24 7:00,491,70,0,0,0
2013-10-24 8:00,225,0,0,69,0
2013-10-24 9:00,507,81,47,73,0
2013-10-24 10:00,1236,0,44,0,0
2013-10-24 11:00,1006,0,0,0,0
2013-10-24 12:00,598,0,0,0,0
2013-10-24 13:00,472,0,0,0,0
2013-10-24 14:00,380,71,0,0,0
2013-10-24 15:00,838,0,49,0,0
2013-10-24 16:00,164,74,46,0,0
2013-10-24 17:00,506,0,17,67,31
2013-10-24 18:00,5170,83,0,68,31
2013-10-24 19:00,546,0,0,76,0
2013-10-24 20:00,541,0,0,72,0
2013-10-24 21:00,573,0,0,69,30
2013-10-24 22:00,10298,0,0,0,0
2013-10-24 23:00,196,0,0,69,0
2013-10-25 0:00,196,0,0,71,0
2013-10-25 1:00,182,70,0,0,0
2013-10-25 2:00,179,0,0,0,0
2013-10-25 3:00,196,0,0,69,0
2013-10-25 4:00,200,0,0,74,0
2013-10-25 5:00,180,0,0,0,0
2013-10-25 6:00,189,70,0,0,0
2013-10-25 7:00,323,0,0,0,0
2013-10-25 8:00,496,69,57,0,0
2013-10-25 9:00,323,0,48,69,0
2013-10-25 10:00,1356,0,47,70,0
2013-10-25 11:00,289,0,47,0,0
2013-10-25 12:00,1252,0,45,0,0
2013-10-25 13:00,174,67,0,0,0
2013-10-25 14:00,359,0,0,0,0
2013-10-25 15:00,355,0,0,0,0
2013-10-25 16:00,268,0,0,0,32
2013-10-25 17:00,220,69,0,0,31
2013-10-25 18:00,382,0,49,71,31
2013-10-25 19:00,444,70,48,69,32
2013-10-25 20:00,383,0,45,74,32
2013-10-25 21:00,378,78,44,0,31
2013-10-25 22:00,471,0,0,0,31
2013-10-25 23:00,381,0,0,0,0
2013-10-26 0:00,380,0,0,0,0
2013-10-26 1:00,181,0,0,0,0
2013-10-26 2:00,220,71,48,0,0
2013-10-26 3:00,201,0,47,0,0
2013-10-26 4:00,231,0,45,69,0
2013-10-26 5:00,195,0,0,70,0
2013-10-26 6:00,197,0,0,70,0
2013-10-26 7:00,258,79,0,74,0
2013-10-26 8:00,255,0,0,0,0
2013-10-26 9:00,1189,0,55,0,0
2013-10-26 10:00,278,0,47,0,30
2013-10-26 11:00,270,0,44,0,0
2013-10-26 12:00,935,0,0,0,0
2013-10-26 13:00,365,0,0,0,0
2013-10-26 14:00,587,76,0,0,0
2013-10-26 15:00,273,0,0,0,0
2013-10-26 16:00,212,0,0,69,0
2013-10-26 17:00,474,0,50,69,0
2013-10-26 18:00,687,0,47,28,31
2013-10-26 19:00,474,0,46,69,0
2013-10-26 20:00,457,0,44,70,0
2013-10-26 21:00,627,67,0,70,31
2013-10-26 22:00,578,0,0,72,31
2013-10-27 0:00,641,80,0,72,30
2013-10-27 1:00,196,0,0,72,0
2013-10-27 2:00,180,0,0,0,0
2013-10-27 3:00,180,0,0,0,0
2013-10-27 4:00,186,78,0,0,0
2013-10-27 5:00,180,0,0,0,0
2013-10-27 6:00,180,0,0,0,0
2013-10-27 7:00,266,0,0,0,0
2013-10-27 8:00,276,0,0,0,0
2013-10-27 9:00,636,81,0,0,42
2013-10-27 10:00,1018,0,0,0,0
2013-10-27 11:00,544,85,0,0,0
2013-10-27 12:00,300,0,0,0,0
2013-10-27 13:00,2230,0,48,74,0
2013-10-27 14:00,366,0,47,72,0
2013-10-27 15:00,307,0,46,73,0
2013-10-27 16:00,439,0,45,72,0
2013-10-27 17:00,596,0,26,72,37
2013-10-27 18:00,606,83,0,0,31
2013-10-27 19:00,581,0,0,0,31
2013-10-27 20:00,553,0,0,0,31
2013-10-27 21:00,492,0,0,0,31
2013-10-27 22:00,3644,0,0,0,31
2013-10-27 23:00,568,83,0,0,0
2013-10-28 0:00,204,0,50,0,0
2013-10-28 1:00,204,0,47,0,0
2013-10-28 2:00,259,0,45,69,44
2013-10-28 3:00,228,0,44,69,0
2013-10-28 4:00,254,82,0,70,0
2013-10-28 5:00,197,0,0,70,0
2013-10-28 6:00,199,0,0,69,0
2013-10-28 7:00,249,68,0,70,0
2013-10-28 8:00,424,0,0,71,0
2013-10-28 9:00,144,72,0,74,0
2013-10-28 10:00,615,0,0,83,0
2013-10-28 11:00,422,0,52,0,0
2013-10-28 12:00,303,0,47,0,0
2013-10-28 13:00,311,0,45,0,0
2013-10-28 14:00,831,83,44,0,0
2013-10-28 16:00,3164,0,0,0,0
2013-10-28 17:00,483,0,0,0,0
2013-10-28 18:00,436,0,0,0,0
2013-10-28 19:00,478,66,0,0,0
2013-10-28 20:00,549,0,0,0,31
2013-10-28 21:00,473,0,0,0,30
2013-10-28 22:00,3571,0,0,0,31
2013-10-28 23:00,477,0,0,0,31
2013-10-29 0:00,182,0,0,0,0
2013-10-29 1:00,183,0,0,0,0
2013-10-29 2:00,194,0,0,70,0
2013-10-29 3:00,254,82,0,69,0
2013-10-29 4:00,197,0,0,69,0
2013-10-29 5:00,199,0,0,68,0
2013-10-29 6:00,246,67,0,70,0
2013-10-29 7:00,200,0,0,69,0
2013-10-29 8:00,156,77,50,70,0
2013-10-29 9:00,222,0,46,73,0
2013-10-29 10:00,1201,0,44,0,0
2013-10-29 11:00,1885,0,0,0,0
2013-10-29 12:00,1956,0,0,0,0
2013-10-29 13:00,1772,79,0,0,0
2013-10-29 14:00,1617,0,0,0,0
2013-10-29 15:00,1187,0,0,0,0
2013-10-29 16:00,264,0,0,0,0
2013-10-29 17:00,183,0,0,0,0
2013-10-29 19:00,550,0,0,69,0
2013-10-29 20:00,2057,67,0,69,0
2013-10-29 21:00,580,0,0,70,0
2013-10-29 22:00,515,70,0,0,31
2013-10-29 23:00,526,0,0,71,30
2013-10-30 0:00,259,83,0,70,0
